Data;Obs;Hora_Coleta;P24h;P72h;P1_pH;P2_pH;P2i_pH;P2ii_pH;P3_pH;P1_Cond;P2_Cond;P2i_Cond;P2ii_Cond;P3_Cond;P1_Temp_Ag;P2_Temp_Ag;P2i_Temp_Ag;P2ii_Temp_Ag;P3_Temp_Ag;P1_OD;P2_OD;P2i_OD;P2ii_OD;P3_OD;Dif_3_1;P1_Turb;P2_Turb;P2i_Turb;P2ii_Turb;P3_Turb;P1_P;P2_P_;P2_P;P3_P;P1_NH4;P2_NH4;P3_NH4;P1_NO2;P2_NO2;P3_NO2;P1_NO3;P2_NO3;P3_NO3;P1_DBO;P2_DBO;P3_DBO;P1_CT;P2_CT;P3_CT;P1_CF;P2_CF;P3_CF;P1_ST;P2_ST;P3_ST;P1_Po;P1_P2;P2_Po;P2_P2;P3_Po;P3_P2;Altura_da_regua_1;Altura_da_regua_2;Lâmina de água (cm);Q (l/s);Vel (cm/s);HRT (h);Temp;Radiacao;P_hor;P24h;P72h;Temp Media 24h (ºC);Temp Min24 h (ºC);Temp Max 24 h (ºC);Rad Media 24 h (W/m2);RadMin24 h;Rad Max 24 h (W/m2);Mes_;Est_;Data_hora_coleta;P2h;P6h;P12h;i_Qual1;i_Qual2;i_Vazao;i_Med_alt;i_Poda;ip24h;ip72h;i2p24h;i2p72h;P1_CF_log;P2_CF_log;P3_CF_log;"P24h(0;1)"
21/11/2022;;15:00;0;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,9;1;0,71;0,02026;1,89;27,3;1021;0;0;0;23,6;20,2;27,3;301;0;1021;11;PRI;11/21/2022 15:00:00;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
22/11/2022;;11:12;0;0;7,3;7;;;6,8;231;209;;;221;23,5;24,8;;;23,9;5,8;7,65;;;7,18;1,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18;1,1;0,82;0,02336;1,63;25,9;368;0;0;0;24,6;23,2;27,4;193;0;833;11;PRI;11/22/2022 11:12:00;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
23/11/2022;;13:00;3,2;3,2;9;9;;;9;477;213;;;214;23,7;24,2;;;24;3,7;5,15;;;5;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18;1,1;0,82;0,02336;1,63;22,2;314;2;3;3;23,6;20;26,1;119;0;531;11;PRI;11/23/2022 13:00:00;2,8;4;4;1;1;1;0;0;-;-;1;1;;;;>0
24/11/2022;Remoção macrófita pistia ;11:30;0,6;4,6;10,8;11,1;;;11,2;;;;;220;23,1;23,9;;;23,2;2,3;5,5;;;3,4;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,9;1;0,71;0,02026;1,89;24,6;1154;0;1;5;22,2;20,1;24,6;268;0;1154;11;PRI;11/24/2022 11:30:00;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
25/11/2022;Remoção macrófita pistia ;08:30;0;4,6;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,6;0,7;0,42;0,01188;3,21;25,7;805;0;0;5;21,9;18,6;25,7;274;0;1133;11;PRI;11/25/2022 8:30:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
26/11/2022;FINAL DE SEMANA;;2,6;4;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,7;212;0;3;4;22,2;20,4;25,7;200;0;1039;11;PRI;;0,2;1,6;2,2;1;1;1;0;0;-;-;1;1;;;;>0
27/11/2022;FINAL DE SEMANA;;77,6;80,4;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;221;4;78;80;21,9;20,4;23,7;80;0;428;11;PRI;;12,6;25;33,6;1;1;1;0;0;-;-;1;1;;;;>0
28/11/2022;Muitas chuvas;;11;91,8;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,6;352;4;11;92;22,2;19,7;23,8;117;0;434;11;PRI;;4,6;9,2;9,4;1;1;1;0;0;-;-;1;1;;;;>0
29/11/2022;;13:00;65,2;156,4;9,5;9,5;;;9,5;296;185;;;217;22,4;23,4;;;22,7;4,33;5,33;;;4,2;-0,13;26,3;12,6;;;8,72;0,27;0,07;0,09;0,05;0,27;0,09;0,05;0,27;0,14;0,18;0,94;0,1;0,03;18;7;0;;;;17329;;269;252;228;208;64,3671;64,3797;56,6346;56,646;57,4565;57,4669;16,9;19,4;2,5;2,8;0,07946;0,48;23,6;556;0;65;156;21,9;20,8;24;111;1;556;11;PRI;11/29/2022 13:00:00;0,4;0,8;8;1;1;1;0;0;1;1;1;1;4,24;;2,43;>0
30/11/2022;Muitas chuvas;13:30;56,6;135,2;9,4;8,2;;;7,9;197;144;;;160;21,8;21,7;;;21,6;4,82;3,46;;;3;-1,82;59,6;33,4;;;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;25;8,1;15,84;0,44996;0,08;23,3;96;1;57;135;22,4;21,4;24,2;109;0;649;11;PRI;11/30/2022 13:30:00;2,2;28,4;36;1;1;1;0;0;-;-;1;1;;;;>0
01/12/2022;;;164,2;288,8;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,2;730;0;164;289;23,6;21,8;27,2;114;0;730;12;VER;;0;0;41,6;1;1;1;0;0;-;-;1;1;;;;>0
02/12/2022;;12:00;0;221,6;7,5;7,6;;;7,5;444;263;;;293;24,4;25,1;;;24,3;3,3;2,46;;;1,62;-1,68;14,9;15;;;9,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;19;2,1;2,16;0,0613;0,62;29,3;1056;0;0;222;25,2;23,2;29,3;253;0;1056;12;VER;12/02/2022 12:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
03/12/2022;FINAL DE SEMANA;;0;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,6;1,7;1,58;0,04474;0,85;27,5;546;0;0;165;25,6;23,8;30,3;268;0;1115;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
04/12/2022;FINAL DE SEMANA;;1,4;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,2;349;0;1;1;25,6;24,2;29,1;178;0;1030;12;VER;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
05/12/2022;;;25;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,2;350;0;25;26;24,6;23,1;27,9;149;0;936;12;VER;;0;5,6;22,4;1;1;1;0;0;-;-;1;1;;;;>0
06/12/2022;Grande poluição pós chuvas;14:00;2;28,6;7,7;7,6;;;7,2;258;245;;;250;24,8;26;;;25,4;4,48;4,28;;;3,85;-0,63;10,03;16,8;;;8,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18;1,1;0,82;0,02336;1,63;26,5;1055;0;2;29;24,2;22,1;26,7;229;0;1055;12;VER;12/06/2022 14:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
07/12/2022;Grande poluição pós chuvas;14:30;0;27,2;7,1;7,4;7,3;7,5;8;264;241;237;244;254;23,2;25,05;25,3;24,8;24,7;4,08;3,74;;;2,7;-1,38;10,1;41,75;23,4;60,1;6,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,8;1,9;1,86;0,05281;0,72;26,5;1107;0;0;27;23,8;20,4;26,6;306;0;1107;12;VER;12/07/2022 14:30;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
08/12/2022;Melhoria da qualidade visual;14:30;0;2,2;7,4;7,4;7,3;7,4;7,2;281;229;234;224;253;23,2;25,05;24,8;25,3;24,7;3;4,3;4,1;4,5;3,1;;10,1;23,2;14,6;31,8;6,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,5;1,6;1,44;0,04088;0,93;27,4;955;0;0;2;23,3;18,5;27,4;310;0;1013;12;VER;12/08/2022 14:30;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
09/12/2022;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;621;0;0;0;25,2;22,3;28,8;314;0;1087;12;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
10/12/2022;FINAL DE SEMANA;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;1057;0;0;0;25,6;23,1;28,8;335;0;1079;12;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
11/12/2022;FINAL DE SEMANA;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,1;556;0;0;0;25,7;24,6;29,4;180;0;1058;12;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
12/12/2022;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,9;1078;0;0;0;26,9;24,3;34,9;278;0;1078;12;VER;;0;0;0;1;1;1;1;1;-;-;-;-;;;;-
13/12/2022;Poda e medição 13/12;14:00;4,6;4,6;7,3;7,2;7,2;7,2;7,3;196;217;217;216;383;24,2;25,4;25,4;25,4;24,7;3,9;3,95;3,9;4;2,4;;9,22;26,6;14,6;38,6;7,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,2;1,3;1,06;0,02998;1,27;0;0;0;5;5;25,9;20,5;36,6;221;0;1083;12;VER;12/13/2022 14:00:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
14/12/2022;;14:00;0;4,6;7,7;7,5;;;7,3;442;232;;;227;24,5;24,8;;;24,7;4,4;2,8;;;2,3;;8,92;19,74;;;7,2;0,33;0,26;0,21;0,16;4,39;1,94;2,17;0,07;0,05;0,04;0;0;0;0,3;16;0,1;;10460;8160;2700;188;223;108;156;132;61,856;61,8614;71,2948;71,3026;61,0031;61,0097;16,9;17,7;0,8;0,51;0,01451;2,63;24,1;585;0;0;5;22,3;17,5;26,6;350;0;1123;12;VER;12/14/2022 14:00:00;0;0;0;1;1;1;0;0;-;1;-;1;3,43;2,27;2,35;-
15/12/2022;;14:00;0,2;4,8;7,6;7,3;7,2;7,3;7,1;234;221;219;222;228;24;26,05;26,7;25,4;24,8;3,6;2,75;3,1;2,4;2,5;;9,91;21,85;26,4;17,3;6,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,6;0,7;0,42;0,01188;3,21;26,6;1115;0;0;5;22,8;19,7;26,6;260;0;1115;12;VER;12/15/2022 14:00:00;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
16/12/2022;;;0;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;475;0;0;0;24,2;22;27,2;317;0;1124;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
17/12/2022;;;4,8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;789;0;5;5;21,6;18;25,2;141;0;789;12;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
18/12/2022;;;4,2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5;160;0;4;9;21,2;18,9;23,9;127;0;721;12;VER;;0,6;2,8;4,2;1;1;1;0;0;-;-;1;1;;;;>0
19/12/2022;;;68,4;89,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,2;144;7;68;90;21,1;20;22,4;54;0;192;12;VER;;14,2;36,8;50,4;1;1;1;0;0;-;-;1;1;;;;>0
20/12/2022;;;206,6;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;129;2;207;299;20,5;19,6;21,2;39;0;172;12;VER;;3,6;18,6;89;1;1;1;0;0;-;-;1;1;;;;>0
21/12/2022;;;17;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;785;0;17;313;20,3;17,7;23,9;165;0;867;12;VER;;0,2;2,8;4;1;1;1;0;0;-;-;1;1;;;;>0
22/12/2022;;;5,2;237,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,1;1141;0;5;238;20,7;17,2;25,1;262;0;1141;12;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
23/12/2022;;;0;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,3;1075;0;0;23;21,6;17,1;26,3;327;0;1137;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
24/12/2022;;;0;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,2;1156;0;0;5;24;21,8;27,2;380;0;1178;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
25/12/2022;;;0,6;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,9;904;0;1;1;24,1;22,1;26,9;226;0;904;12;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
26/12/2022;;;18;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,4;893;0;18;19;24;21,6;28,4;241;0;1031;12;VER;;0;0;9;1;1;1;0;0;-;-;1;1;;;;>0
27/12/2022;;;0;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,5;659;0;0;19;23,9;20,8;26,6;220;0;725;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
28/12/2022;;;36,6;54,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,1;41;27;37;55;22,8;19,8;25,9;102;0;696;12;VER;;31,6;31,8;35,8;1;1;1;0;0;-;-;1;1;;;;>0
29/12/2022;;;1;53,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;1081;0;1;54;21,8;15,4;30;338;0;1081;12;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
30/12/2022;;;0,2;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,2;1090;0;0;54;23,3;18,3;31,5;298;0;1099;12;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
31/12/2022;;;0;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,9;1067;0;0;17;25,1;21,5;28,9;373;0;1101;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
01/01/2023;;;0;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,1;942;0;0;0;25,9;22,2;29,7;285;0;1087;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
02/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,9;901;0;0;0;26,2;24,7;28,9;251;0;903;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
03/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,3;876;0;0;0;26,5;25,2;28,6;283;0;1021;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
04/01/2023;;;3,6;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,6;255;0;4;4;22,8;21,6;24,9;74;0;255;1;VER;;0;0,2;0,2;1;1;1;0;0;-;-;1;1;;;;>0
05/01/2023;;;0,6;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,3;1108;0;1;5;21,7;17,9;26,3;226;0;1108;1;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
06/01/2023;;;0,2;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,7;1115;0;0;5;22,6;18,7;26,8;326;0;1125;1;VER;;0,2;0,2;0,2;1;1;1;0;0;-;-;1;1;;;;>0
07/01/2023;;;2;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5;543;1;2;4;23,1;19,5;26,1;310;0;1162;1;VER;;1,4;2;2;1;1;1;0;0;-;-;1;1;;;;>0
08/01/2023;;;1,2;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,2;1032;0;1;4;22,9;19,1;26,2;339;0;1032;1;VER;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
09/01/2023;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;942;0;0;4;23;18,4;27;293;0;977;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
10/01/2023;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;1091;0;0;2;23,8;20,2;28,8;342;0;1091;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
11/01/2023;;;7,4;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,5;927;0;7;7;25,3;22;29,5;333;0;1059;1;VER;;0;0,2;7,4;1;1;1;0;0;-;-;1;1;;;;>0
12/01/2023;;;0;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,6;1041;0;0;7;26,5;23,8;31,6;272;0;1041;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
13/01/2023;;;0;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,4;761;0;0;7;27,3;24,7;32,1;292;0;1085;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
14/01/2023;;;5,6;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,4;1052;0;6;6;26,6;22,6;32,4;328;0;1052;1;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
15/01/2023;;;39;44,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,5;331;0;39;45;24,6;22,1;31,8;208;0;1094;1;VER;;0;21,2;33,6;1;1;1;0;0;-;-;1;1;;;;>0
16/01/2023;;;1,4;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,9;752;0;1;46;24,6;22,8;27,9;166;0;752;1;VER;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
17/01/2023;;;0;40,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,3;522;0;0;40;25,4;22,8;28;194;0;935;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
18/01/2023;;;0;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,4;150;0;0;1;25,2;23,6;27,4;143;0;627;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
19/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,5;559;0;0;0;25,5;23,5;27,7;141;0;559;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
20/01/2023;;;17,2;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,2;889;0;17;17;25;22,3;29,1;240;0;993;1;VER;;0;1,6;11;1;1;1;0;0;-;-;1;1;;;;>0
21/01/2023;;;0,2;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,4;1015;0;0;17;25,6;22;30,4;314;0;1038;1;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
22/01/2023;;;0;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,2;201;0;0;17;27;25,3;30,7;225;0;1076;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
23/01/2023;;07:30;0;0,2;7,4;6,5;;;7,6;210;244;;;249;24,4;24,3;;;24,3;5,5;4,5;;;3,7;;6,8;40,7;;;20,5;0,06;0,27;1,97;0,15;1,72;1,65;3,09;0,21;0,04;0,04;0,12;0;0;;;;;;64800;;138;11370;140;472;190;61,8555;61,8625;58,9064;58,93;61,005;61,0145;16;17;1;0,71;0,02026;1,89;29;1059;0;0;0;26,4;22,9;29,3;169;0;1059;1;VER;1/23/2023 7:30:00;0;0;0;1;1;1;0;0;-;1;-;1;;2,14;4,06;-
24/01/2023;Poda e medição 25/01;07:30;0;0;7,9;6,55;6,4;6,7;6,8;475;256;257;254;259;25;25,1;25,1;25,1;24,4;4,8;2,4;2,7;2,1;1,7;;4,9;43,3;55,6;31;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,6;1070;0;0;0;25;19,6;30,6;289;0;1070;1;VER;1/24/2023 7:30:00;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
25/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,7;1061;0;0;0;27,9;23,9;32,9;343;0;1061;1;VER;;0;0;0;1;1;1;1;1;-;-;-;-;;;;-
26/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,9;645;0;0;0;28,1;25,3;34,2;284;0;1090;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
27/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,4;1025;0;0;0;26,7;23,8;30,9;318;0;1049;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
28/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,9;1046;0;0;0;26,3;21,6;30,9;343;0;1072;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
29/01/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,2;861;0;0;0;27,7;25,6;31,3;289;0;1062;1;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
30/01/2023;;08:00;1,6;1,6;7,3;7,3;;;7;222;231;;;248;;;;;;4,1;5,5;;;2,7;;3,75;41;;;9,73;0;0,15;0,16;0,06;2,12;1,93;2,5;0,47;0,09;0,1;2,77;0,15;0;0;23;9,6;48840;;86640;556;740;24110;180;602;206;61,8537;61,8627;58,9036;58,9337;61,0021;61,0124;16;16,5;0,5;0,25;0,00718;5,32;29,3;887;0;2;2;24,5;22,6;29,3;149;0;975;1;VER;1/30/2023 8:00:00;0;0;0;1;1;1;0;0;1;1;1;1;2,75;2,87;4,38;>0
31/01/2023;;;0;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,4;550;0;0;2;26,4;23,3;30,4;204;0;593;1;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
01/02/2023;;;0;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,6;1028;0;0;2;27,3;23,2;32;251;0;1028;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
02/02/2023;;09:00;0;0;7,5;7,2;;;6,9;246;245;;;249;25,4;25,7;;;25,4;3,8;4,4;;;2,2;;5,5;27,2;;;9,8;0,02;0,28;1,1;0,14;2,46;2,2;2,79;0,56;0,07;0,07;1,98;0;0;0;2,2;0,1;;2419600;;3300;48300;3370;140;472;190;61,8555;61,8625;58,9064;58,93;61,005;61,0145;16;17;1;0,71;0,02026;1,89;27,6;207;0;0;0;26,9;24,8;29,4;234;0;1064;2;VER;02/02/2023 09:00;0;0;0;1;1;1;0;0;-;-;-;-;3,52;4,68;3,53;-
03/02/2023;;11:00;40,8;40,8;7,7;7,4;7,3;7,4;7,2;274;182;190;173;171;26;27;27,5;27,4;26,2;4,5;5;5,5;4,8;2,5;;14,6;32;53,2;11,2;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;17,5;1,5;1,31;0,03712;1,03;28,1;673;0;41;41;26,1;23,7;29,9;205;0;787;2;VER;02/03/2023 11:00;0;0;23;1;1;1;0;0;-;-;1;1;;;;>0
04/02/2023;;;13,2;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,4;978;0;13;54;25,4;22,7;30,2;213;0;978;2;VER;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
05/02/2023;;;7,6;61,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,8;838;0;8;62;24,7;21,4;29,8;306;0;1062;2;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
