Data;Obs;Hora_Coleta;P24h;P72h;P1_pH;P2_pH;P2i_pH;P2ii_pH;P3_pH;P1_Cond;P2_Cond;P2i_Cond;P2ii_Cond;P3_Cond;P1_Temp_Ag;P2_Temp_Ag;P2i_Temp_Ag;P2ii_Temp_Ag;P3_Temp_Ag;P1_OD;P2_OD;P2i_OD;P2ii_OD;P3_OD;Dif_3_1;P1_Turb;P2_Turb;P2i_Turb;P2ii_Turb;P3_Turb;P1_P;P2_P_;P2_P;P3_P;P1_NH4;P2_NH4;P3_NH4;P1_NO2;P2_NO2;P3_NO2;P1_NO3;P2_NO3;P3_NO3;P1_DBO;P2_DBO;P3_DBO;P1_CT;P2_CT;P3_CT;P1_CF;P2_CF;P3_CF;P1_ST;P2_ST;P3_ST;P1_Po;P1_P2;P2_Po;P2_P2;P3_Po;P3_P2;Altura_da_regua_1;Altura_da_regua_2;Lâmina de água (cm);Q (l/s);Vel (cm/s);HRT (h);Temp;Radiacao;P_hor;P24h;P72h;Temp Media 24h (ºC);Temp Min24 h (ºC);Temp Max 24 h (ºC);Rad Media 24 h (W/m2);RadMin24 h;Rad Max 24 h (W/m2);Mes_;Est_;Data_hora_coleta;P2h;P6h;P12h;i_Qual1;i_Qual2;i_Vazao;i_Med_alt;i_Poda;ip24h;ip72h;i2p24h;i2p72h;P1_CF_log;P2_CF_log;P3_CF_log;"P24h(0;1)"
06/02/2023;;09:10;0;20,8;7,3;7,1;;;7;226;223;;;223;24,8;24,9;;;24,7;3,7;2,7;;;1,4;;6,11;22,6;;;6,95;0,04;0,32;1,86;0,17;1,69;2,08;2,66;0,4;0,04;0,04;4,67;0,99;1,02;3,4;17;0;2046;1553100;;31;22100;10600;206;322;200;61,852;61,8623;58,9022;58,9183;61,001;61,011;16;17;1;0,71;0,02026;1,89;28,3;1060;0;0;21;25,9;21,3;30,6;316;0;1060;2;VER;02/06/2023 09:10;0;0;0;1;1;1;0;0;-;1;-;1;1,49;4,34;4,03;-
07/02/2023;;;0;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;980;0;0;8;25,4;20;30;330;0;1086;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
08/02/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,7;1032;0;0;0;26,7;22,6;31,1;312;0;1073;2;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
09/02/2023;;07:50;0;0;7,2;7,2;;;7,2;238;245;;;246;24,9;24,9;;;24,8;4,7;2,6;;;1,8;;7,99;15,1;;;13,1;0,27;0,25;0,65;0,18;3,28;2,02;2,35;0,34;0;0;2,47;0;0;0;8,6;2,4;;1119900;;11199;44000;4590;282;468;264;61,8536;61,8677;58,9031;58,9265;61,0018;61,015;16;17,3;1,3;1,06;0,02998;1,27;30,5;974;0;0;0;26,8;23,8;31,4;259;0;1057;2;VER;02/09/2023 07:50;0;0;0;1;1;1;0;0;-;-;-;-;4,05;4,64;3,66;-
10/02/2023;;;0,4;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,4;1041;0;0;0;25,5;22,9;30,6;231;0;1041;2;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
11/02/2023;;;0;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,3;1055;0;0;0;25,4;21;30,3;332;0;1064;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
12/02/2023;;;0;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,2;1053;0;0;0;26,6;22,3;32,4;334;0;1083;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
13/02/2023;;08:30;0;0;7,4;7,2;;;6,8;244;221;;;234;25,7;25,7;;;25,4;3,9;5,4;;;1,8;;7,78;15,1;;;8,4;0,05;0;1,25;0;2,16;1,58;1,81;0,43;0,13;0,09;1,52;0,4;0,22;9,1;17;12;32550;;198630;8560;49300;4280;288;456;246;61,8551;61,8695;58,9034;58,9262;61,0036;61,0159;16;17,2;1,2;0,94;0,0266;1,44;31,3;906;0;0;0;27;22,6;32,1;332;0;1076;2;VER;2/13/2023 8:30:00;0;0;0;1;1;1;0;0;-;-;-;-;3,93;4,69;3,63;-
14/02/2023;;;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,8;900;0;12;12;28,1;24,2;32,1;256;0;1043;2;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
15/02/2023;;;13,6;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,5;271;1;14;26;26,1;22,9;32,6;125;0;692;2;VER;;2,2;8,2;11;1;1;1;0;0;-;-;1;1;;;;>0
16/02/2023;;08:50;0;26,2;7,8;7,1;;;7;188;238;;;244;24,2;24,1;;;24,1;3,4;2,2;;;1,5;;15;38,4;;;19,2;0,18;0,35;1,83;0,21;1,92;2,49;3,29;0,02;0,02;0,03;1,3;0;0;12;16;10;;913900;;14970;16100;7000;194;460;234;61,8558;61,8655;58,9029;58,9259;61,0019;61,0136;16;19,7;3,7;5;0,14218;0,27;23,6;447;0;0;26;24,3;22,4;29,1;153;0;553;2;VER;2/16/2023 8:50:00;0;0;0;1;1;1;0;0;-;1;-;1;4,18;4,21;3,85;-
17/02/2023;;;1,6;15,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,1;904;0;2;16;25,7;23,3;29,1;191;0;904;2;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
18/02/2023;Carnaval;;0;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,2;670;0;0;2;23,5;21,1;30,4;263;0;851;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
19/02/2023;Carnaval;;43,4;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;134;1;43;45;20,9;18,3;25,2;112;0;721;2;VER;;1,2;41;41,4;1;1;1;0;0;-;-;1;1;;;;>0
20/02/2023;Carnaval;;10,2;53,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,6;650;0;10;54;21,7;20;25,6;74;0;650;2;VER;;0;0,4;1,6;1;1;1;0;0;-;-;1;1;;;;>0
21/02/2023;Carnaval;;0,2;53,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;1032;0;0;54;22,3;21,3;25;243;0;1032;2;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
22/02/2023;Carnaval;;1,6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,7;121;0;2;12;23,3;19,2;26,7;140;0;725;2;VER;;0,6;0,6;1,6;1;1;1;0;0;-;-;1;1;;;;>0
23/02/2023;;09:00;14,6;16,8;6,7;6,4;;;6,9;266;293;;;302;23,5;23,2;;;23;4,3;3,4;;;1,7;;9,29;16,3;;;5,33;0,11;0,06;2,01;0,03;1,51;1,68;1,61;0,32;0,26;0,19;4,83;1,2;0;5,1;10;5,4;64880;3000;;100;;1940;240;504;226;61,8553;61,8673;58,9041;58,9293;61,0032;61,0145;16;17;1;0,71;0,02026;1,89;23,7;297;0;15;17;23,5;21,7;26,1;135;0;520;2;VER;2/23/2023 9:00:00;0;4,4;12;1;1;1;0;0;1;1;1;1;2;;3,29;>0
24/02/2023;;;0,4;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,6;986;0;0;17;23,2;21;25,9;194;0;986;2;VER;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
25/02/2023;;;0;15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,6;837;0;0;15;25,5;21,9;31,6;304;0;1020;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
26/02/2023;;;4;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,1;663;0;4;4;27;21,7;32,3;157;0;663;2;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
27/02/2023;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,6;408;0;0;4;23,5;19,2;29;235;0;1033;2;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
28/02/2023;;;1,8;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,2;528;0;2;6;24,9;22,3;28,3;165;0;638;2;VER;;1,8;1,8;1,8;1;1;1;0;0;-;-;1;1;;;;>0
01/03/2023;;;0,2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,1;974;0;0;2;24,4;21,5;28,2;245;0;974;3;OUT;;0;0,2;0,2;1;1;1;0;0;-;-;1;1;;;;>0
02/03/2023;;08:30;0,2;2,2;7,6;7;;;6,8;231;241;;;250;23,8;23,6;;;23,6;4,9;4,5;;;2;;7;95;;;10,3;0,19;0,66;2,19;0,18;1,97;2,69;2,69;0,28;0,07;0,07;0;0;0;5,2;22;6,9;41060;;;4470;18100;2710;248;620;222;61,8572;61,8696;58,9027;58,9337;61,0021;61,0132;16;16,9;0,9;0,61;0,01731;2,21;30,8;974;0;0;2;24,9;21,8;30,8;294;0;1002;3;OUT;03/02/2023 08:30;0,2;0,2;0,2;1;1;1;0;0;1;1;1;1;3,65;4,26;3,43;>0
03/03/2023;;;0;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,1;584;0;0;0;26,9;24,7;31,4;227;0;1002;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
04/03/2023;;;2;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,5;967;0;2;2;26,2;23,4;30,2;243;0;967;3;OUT;;0;0;2;1;1;1;0;0;-;-;1;1;;;;>0
05/03/2023;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,5;648;0;0;2;25,7;22,4;30,1;197;0;989;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
06/03/2023;;;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,7;912;0;4;6;24;22,5;28,7;124;0;912;3;OUT;;0;0,2;0,2;1;1;1;0;0;-;-;1;1;;;;>0
07/03/2023;;09:15;13,6;17,6;7,1;6,8;;;7;225;187;;;169;24,8;24,7;;;24,6;4,3;4;;;2,1;;9,83;27,6;;;14,1;0,11;0,56;4,13;0,25;0,77;1,14;2,54;0,24;0,11;0,16;0,23;1,05;0;6,2;14;9,9;120300;2419600;;3050;67500;129970;212;808;188;61,8594;61,87;58,9024;58,9428;61,0019;61,0113;15,6;17,7;2,1;2,16;0,0613;0,62;27,6;538;0;14;18;25,2;22,2;29,4;186;0;834;3;OUT;03/07/2023 09:15;0;0,2;4,4;1;1;1;0;0;1;1;1;1;3,48;4,83;5,11;>0
08/03/2023;;;15,2;32,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;846;0;15;33;24,9;21,6;29,7;230;0;937;3;OUT;;0;4,2;13,2;1;1;1;0;0;-;-;1;1;;;;>0
09/03/2023;;09:50;0;28,8;7,1;6,9;;;6,9;268;189;;;216;24,6;24,9;;;24,6;5,3;6,3;;;2,4;;8;26,8;;;14,1;0,25;0,41;1,32;0,25;2,96;2,03;2,39;0,25;0,22;0,22;1,28;1,89;3,35;0;12;1,8;;224700;;11590;39500;17290;306;474;248;61,859;61,8743;58,9039;58,9276;61,0024;61,0148;15,6;16,6;1;0,71;0,02026;1,89;29,7;692;0;0;29;27,1;22,7;30,9;247;0;976;3;OUT;03/09/2023 09:50;0;0;0;1;1;1;0;0;-;1;-;1;4,06;4,6;4,24;-
10/03/2023;;;0;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;466;0;0;15;26,6;23,7;30,7;164;0;698;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
11/03/2023;;;5,4;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,3;1011;0;5;5;25,2;22,3;28,3;197;0;1011;3;OUT;;0;0,2;5,4;1;1;1;0;0;-;-;1;1;;;;>0
12/03/2023;;;4,8;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;686;0;5;10;25,5;22,7;28;233;0;926;3;OUT;;0;1,4;1,4;1;1;1;0;0;-;-;1;1;;;;>0
13/03/2023;;08:30;25,8;36;7,8;7;;;6,9;233;182;;;284;23,9;23,9;;;24;4,8;4,1;;;3,2;;10,1;17,8;;;12,8;0,22;0,44;2,08;0,18;1,69;1,81;2,64;0,07;0;0;2,42;0,27;0,71;6,7;11;9,4;435200;;1732900;16800;119600;104400;462;1006;178;61,8592;61,8823;58,9041;58,9544;61,0026;61,0115;15,6;17,9;2,3;2,47;0,0702;0,54;27,8;386;1;26;36;25,4;22,6;28,4;184;0;726;3;OUT;3/13/2023 8:30:00;0,8;1,6;12,8;1;1;1;0;0;1;1;1;1;4,23;5,08;5,02;>0
14/03/2023;Poda e medição 15/03;08:15;0;30,6;7,5;7,2;;;7,1;234;190;;;203;23,8;24;;;23,8;5,6;4,1;;;3,1;;9,72;18,1;;;9,28;0,06;0,27;3,08;0,17;3,8;2,83;2,8;0,18;0,04;0,15;1,77;2,56;2,02;1;7,7;2,1;;;;63100;124300;104400;246;402;226;66,2146;66,2269;66,9615;66,9816;68,6282;68,6395;15,6;17,8;2,2;2,31;0,0657;0,58;27,7;398;0;0;31;25;22,8;28,3;169;0;719;3;OUT;3/14/2023 8:15:00;0;0;0;1;1;1;0;0;-;1;-;1;4,8;5,09;5,02;-
15/03/2023;Poda e medição;;13,2;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;564;0;13;39;25,9;23,8;28,8;217;0;752;3;OUT;;0;0,2;8,4;1;1;1;1;1;-;-;1;1;;;;>0
16/03/2023;;08:30;3,6;16,8;6,8;6,9;;;6,8;227;221;;;229;23,8;23,7;;;23,7;3,85;3,7;;;2,8;;6,59;16,9;;;16;0,17;0,19;4,24;0,15;2,93;2,18;3,2;0,22;0,04;0,06;4,61;0;0;0;11;0,4;;1413600;1413600;86800;57200;51800;998;284;214;61,8607;61,9106;58,6283;58,6425;61,0023;61,013;15,6;17,6;2;2,01;0,05701;0,67;28,2;669;0;4;17;24,7;21,2;28,6;224;0;855;3;OUT;3/16/2023 8:30:00;0;0,2;3,4;1;1;1;0;0;1;1;1;1;4,94;4,76;4,71;>0
17/03/2023;;;0,2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,3;514;0;0;17;25,7;23,1;29,5;232;0;967;3;OUT;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0
18/03/2023;;;0;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,9;948;0;0;4;24,6;20,4;29,5;290;0;965;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
19/03/2023;;;0;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;928;0;0;0;24,9;20,8;29,8;285;0;973;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
20/03/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,9;901;0;0;0;27,4;24,9;31,9;276;0;950;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
21/03/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,1;893;0;0;0;26,4;21,3;33,4;237;0;918;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
22/03/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,2;608;0;0;0;26;24,2;29,1;199;0;916;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
23/03/2023;;;31,6;31,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;630;0;32;32;25,4;23,7;29,5;147;0;758;3;OUT;;0;8,4;20,8;1;1;1;0;0;-;-;1;1;;;;>0
24/03/2023;;;2,6;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;822;0;3;34;26;23;28,9;226;0;822;3;OUT;;0,2;0,2;0,2;1;1;1;0;0;-;-;1;1;;;;>0
25/03/2023;;;0;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,6;521;0;0;34;24,5;22;28,7;174;0;781;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
26/03/2023;;;0;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;497;0;0;3;26,4;24,8;30,4;201;0;705;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
27/03/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,3;908;0;0;0;24,6;20,3;29;227;0;908;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
28/03/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;905;0;0;0;22,5;17,9;27,9;232;0;931;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
29/03/2023;;;2,4;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,5;847;0;2;2;24,9;22,7;29,5;222;0;907;3;OUT;;0;0;0,6;1;1;1;0;0;-;-;1;1;;;;>0
30/03/2023;;09:30;5;7,4;6,8;6,6;;;6,5;176;207;;;204;23,7;23,4;;;23,4;4,4;4,8;;;1,8;;7,61;21;;;7,74;0,08;0,18;2,22;0,1;1,04;2,02;1,81;0,16;0,05;0,03;2,63;0,57;0,5;0,1;0,3;6,1;111200;410600;648800;1000;13400;14600;282;410;222;66,2125;66,2266;57,3797;57,4002;56,6331;56,6442;15,6;16;0,4;0,18;0,00514;7,43;27,8;870;0;5;7;24,2;20,1;30,5;234;0;883;3;OUT;3/30/2023 9:30:00;0;0;0,8;1;1;1;0;0;1;1;1;1;3;4,13;4,16;>0
31/03/2023;;;0;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,6;863;0;0;7;25;20,7;29;249;0;873;3;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
01/04/2023;;;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;868;0;0;5;24,1;21,6;28,7;192;0;868;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
02/04/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,9;807;0;0;0;21,3;16,2;25,9;257;0;947;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
03/04/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;774;0;0;0;22,6;17,7;26;250;0;887;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
04/04/2023;;08:45;0;0;7,2;6,8;;;6,8;188;206;;;198;24;23,2;;;23,3;4,3;3,6;;;2,5;;10,8;14,7;;;3,1;0,26;0,44;1,97;0,2;2,82;2,52;2,18;0,15;0,08;0;2,01;0,01;0,26;0;1,7;5,5;1046200;1986300;387300;31500;4000;50600;234;372;252;66,2139;66,2256;57,3827;57,4013;56,6386;56,6512;15,6;15,9;0,3;0,12;0,00334;11,43;27,7;858;0;0;0;23,7;19,9;27,7;232;0;858;4;OUT;04/04/2023 08:45;0;0;0;1;1;1;0;0;-;-;-;-;4,5;3,6;4,7;-
05/04/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,7;666;0;0;0;24,8;21,3;28,9;222;0;865;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
06/04/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,9;328;0;0;0;22,7;21,1;26,1;132;0;727;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
07/04/2023;;;28,2;28,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;163;1;28;28;19,9;18;24,6;60;0;428;4;OUT;;3,4;12;24,2;1;1;1;0;0;-;-;1;1;;;;>0
08/04/2023;;;6;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,5;161;2;6;34;19,9;19,3;21,3;61;0;228;4;OUT;;2,2;2,6;2,6;1;1;1;0;0;-;-;1;1;;;;>0
09/04/2023;;;1;36,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,6;415;0;1;37;21,3;19,9;24,6;120;0;415;4;OUT;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0
10/04/2023;;;3,8;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,3;818;0;4;12;22,1;20,4;25,3;133;0;818;4;OUT;;0;0,4;3,4;1;1;1;0;0;-;-;1;1;;;;>0
11/04/2023;;;0;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;828;0;0;6;24,2;22,2;27;229;0;828;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
12/04/2023;;;0;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,9;820;0;0;4;23,5;19,8;27,9;232;0;837;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
13/04/2023;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,6;805;0;0;0;24,6;19,8;29,4;225;0;829;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-
14/04/2023;;;10,8;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,4;112;6;11;11;22,9;20,4;26,6;136;0;816;4;OUT;;6,4;10,8;10,8;1;1;1;0;0;-;-;1;1;;;;>0
15/04/2023;;;28,6;42,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,6;276;0;29;42;20,2;18,8;22,8;61;0;296;4;OUT;;0;0;2,2;1;1;1;0;0;-;-;1;1;;;;>0
16/04/2023;;;0;42,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,1;508;0;0;42;21,5;19,1;24,1;135;0;557;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
17/04/2023;;;4,4;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,9;670;0;4;36;23,5;21,2;26,6;154;0;670;4;OUT;;0;0;2,4;1;1;1;0;0;-;-;1;1;;;;>0
18/04/2023;;;14,2;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,8;573;0;14;19;20,7;18,7;25,6;131;0;707;4;OUT;;0,6;1;6,6;1;1;1;0;0;-;-;1;1;;;;>0
19/04/2023;redução de macrofitas pequenas, e maturidade;08:50;0,6;19,2;7,6;7,3;;;7,1;211;220;;;216;21,2;21,1;;;21,1;4,3;3,6;;;2,4;;7,2;9,2;;;5,4;0;0,06;0,06;0;1,87;2,2;2;0,14;0,15;0,11;2,73;0;0;4,1;0;3,1;248100;307600;157600;81300;164400;263100;820;850;340;56,6344;56,6754;64,3618;64,4043;60,5091;60,5261;15,6;16,5;0,9;0,61;0,01731;2,21;23,4;805;0;1;19;19,9;15,7;23,4;175;0;805;4;OUT;4/19/2023 8:50:00;0;0;0;1;1;1;0;0;1;1;1;1;4,91;5,22;5,42;>0
20/04/2023;;;0;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;800;0;0;15;17,8;11,1;24,1;191;0;838;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
21/04/2023;;;0;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;478;0;0;1;17,7;12,7;23;162;0;810;4;OUT;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-
22/04/2023;;;0,4;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,2;680;0;0;0;20,3;18,1;24,2;147;0;705;4;OUT;;0;0,2;0,4;1;1;1;0;0;-;-;1;1;;;;>0
